S1223 MOD2015
 1.00000     0.00000
 0.99512     0.00440
 0.98831     0.01110
 0.98152     0.01707
 0.97423     0.02222
 0.96607     0.02693
 0.95683     0.03149
 0.94644     0.03612
 0.93481     0.04084
 0.92186     0.04567
 0.90757     0.05061
 0.89202     0.05561
 0.87533     0.06063
 0.85769     0.06562
 0.83929     0.07052
 0.82025     0.07532
 0.80071     0.07999
 0.78077     0.08451
 0.76053     0.08889
 0.74005     0.09310
 0.71936     0.09716
 0.69848     0.10107
 0.67747     0.10483
 0.65633     0.10843
 0.63503     0.11189
 0.61359     0.11521
 0.59206     0.11841
 0.57043     0.12147
 0.54870     0.12442
 0.52690     0.12725
 0.50514     0.12996
 0.48350     0.13253
 0.46203     0.13494
 0.44080     0.13717
 0.41995     0.13919
 0.39952     0.14096
 0.37954     0.14245
 0.36006     0.14364
 0.34105     0.14451
 0.32245     0.14504
 0.30446     0.14526
 0.28732     0.14510
 0.27096     0.14451
 0.25513     0.14346
 0.23963     0.14194
 0.22435     0.13995
 0.20933     0.13751
 0.19458     0.13463
 0.18004     0.13129
 0.16570     0.12753
 0.15171     0.12338
 0.13813     0.11887
 0.12501     0.11404
 0.11246     0.10893
 0.10053     0.10359
 0.08927     0.09805
 0.07874     0.09240
 0.06898     0.08669
 0.06004     0.08098
 0.05190     0.07533
 0.04453     0.06976
 0.03792     0.06432
 0.03202     0.05905
 0.02680     0.05393
 0.02221     0.04895
 0.01819     0.04408
 0.01469     0.03932
 0.01165     0.03467
 0.00903     0.03013
 0.00677     0.02571
 0.00484     0.02143
 0.00322     0.01733
 0.00194     0.01339
 0.00100     0.00954
 0.00039     0.00575
 0.00009     0.00207
 0.00006    -0.00140
 0.00028    -0.00459
 0.00072    -0.00752
 0.00143    -0.01017
 0.00255    -0.01252
 0.00431    -0.01429
 0.00647    -0.01551
 0.00862    -0.01685
 0.01113    -0.01768
 0.01389    -0.01811
 0.01688    -0.01834
 0.02013    -0.01857
 0.02364    -0.01885
 0.02745    -0.01912
 0.03161    -0.01933
 0.03620    -0.01942
 0.04135    -0.01938
 0.04721    -0.01922
 0.05394    -0.01898
 0.06168    -0.01862
 0.07056    -0.01809
 0.08084    -0.01733
 0.09275    -0.01629
 0.10636    -0.01492
 0.12145    -0.01321
 0.13755    -0.01113
 0.15447    -0.00857
 0.17237    -0.00547
 0.19157    -0.00182
 0.21218     0.00229
 0.23377     0.00666
 0.25573     0.01112
 0.27766     0.01555
 0.29940     0.01985
 0.32093     0.02399
 0.34231     0.02796
 0.36359     0.03175
 0.38475     0.03535
 0.40575     0.03875
 0.42665     0.04194
 0.44749     0.04493
 0.46824     0.04770
 0.48890     0.05025
 0.50945     0.05256
 0.52995     0.05464
 0.55040     0.05648
 0.57079     0.05809
 0.59109     0.05944
 0.61129     0.06055
 0.63138     0.06139
 0.65134     0.06197
 0.67117     0.06227
 0.69087     0.06229
 0.71042     0.06203
 0.72982     0.06147
 0.74902     0.06063
 0.76796     0.05948
 0.78663     0.05802
 0.80501     0.05625
 0.82307     0.05417
 0.84072     0.05179
 0.85787     0.04910
 0.87444     0.04613
 0.89033     0.04289
 0.90547     0.03941
 0.91974     0.03572
 0.93303     0.03187
 0.94527     0.02785
 0.95653     0.02365
 0.96693     0.01920
 0.97663     0.01444
 0.98576     0.00933
 0.99436     0.00382
 1.00000     0.00000
