Minerva 1209 Ponta
 1.0000000    -0.0002385
 0.9955720     0.0034510
 0.9906644     0.0079411
 0.9857572     0.0123607
 0.9807105     0.0164003
 0.9752948     0.0201047
 0.9693171     0.0236164
 0.9626132     0.0270622
 0.9549904     0.0305800
 0.9464023     0.0342342
 0.9368752     0.0379795
 0.9264147     0.0417941
 0.9151259     0.0456357
 0.9031093     0.0494694
 0.8904965     0.0532556
 0.8773504     0.0569797
 0.8637906     0.0606284
 0.8499637     0.0641615
 0.8358458     0.0675877
 0.8215121     0.0709171
 0.8070673     0.0741353
 0.7925251     0.0772421
 0.7778302     0.0802773
 0.7631445     0.0832381
 0.7485120     0.0861087
 0.7338526     0.0889213
 0.7191937     0.0916967
 0.7045920     0.0944379
 0.6900963     0.0971417
 0.6757187     0.0997976
 0.6613902     0.1024207
 0.6471336     0.1050164
 0.6330269     0.1075606
 0.6189725     0.1100509
 0.6049512     0.1125089
 0.5911090     0.1148913
 0.5773555     0.1171944
 0.5636445     0.1194250
 0.5500310     0.1215757
 0.5365111     0.1236321
 0.5230187     0.1256063
 0.5096045     0.1274959
 0.4962767     0.1292948
 0.4830081     0.1310037
 0.4697879     0.1326284
 0.4566033     0.1341722
 0.4434164     0.1356459
 0.4302755     0.1370524
 0.4172090     0.1383734
 0.4041423     0.1396057
 0.3910456     0.1407554
 0.3779775     0.1418060
 0.3648795     0.1427366
 0.3517427     0.1435425
 0.3386148     0.1441902
 0.3254141     0.1446600
 0.3121738     0.1449535
 0.2991131     0.1450347
 0.2862739     0.1448536
 0.2736289     0.1443764
 0.2611185     0.1435768
 0.2486721     0.1424369
 0.2362311     0.1409548
 0.2238209     0.1391342
 0.2114221     0.1369676
 0.1990605     0.1344766
 0.1867867     0.1316633
 0.1745547     0.1285282
 0.1624450     0.1251085
 0.1505086     0.1214168
 0.1387815     0.1174660
 0.1273227     0.1132776
 0.1161589     0.1088512
 0.1053234     0.1042085
 0.0948972     0.0993604
 0.0848572     0.0943014
 0.0753038     0.0890952
 0.0663197     0.0837727
 0.0579336     0.0783656
 0.0502164     0.0729670
 0.0432464     0.0676591
 0.0370219     0.0624946
 0.0315456     0.0575597
 0.0267805     0.0528515
 0.0226459     0.0483653
 0.0190665     0.0440885
 0.0159642     0.0400204
 0.0132900     0.0361490
 0.0109846     0.0324593
 0.0089900     0.0289472
 0.0072628     0.0256091
 0.0057754     0.0224333
 0.0044504     0.0194050
 0.0032955     0.0165186
 0.0023907     0.0137697
 0.0015854     0.0110839
 0.0009158     0.0084586
 0.0005387     0.0060855
 0.0002711     0.0038168
 0.0000357     0.0013838
-0.0000012    -0.0000173
 0.0000049    -0.0006112
 0.0000483    -0.0022812
 0.0001343    -0.0039881
 0.0002769    -0.0057228
 0.0004875    -0.0074696
 0.0007769    -0.0092136
 0.0011694    -0.0109271
 0.0016616    -0.0125970
 0.0022674    -0.0142148
 0.0030206    -0.0157610
 0.0039792    -0.0171948
 0.0051855    -0.0184537
 0.0065779    -0.0195713
 0.0080221    -0.0206764
 0.0095262    -0.0217476
 0.0112972    -0.0225192
 0.0132773    -0.0230432
 0.0154534    -0.0233727
 0.0178471    -0.0235625
 0.0204839    -0.0237134
 0.0233973    -0.0238312
 0.0266301    -0.0238869
 0.0302361    -0.0238349
 0.0343008    -0.0236230
 0.0389467    -0.0232056
 0.0443692    -0.0225376
 0.0508368    -0.0216080
 0.0585937    -0.0203768
 0.0678788    -0.0187478
 0.0788105    -0.0166592
 0.0913320    -0.0140972
 0.1050288    -0.0111563
 0.1193303    -0.0079682
 0.1337731    -0.0046328
 0.1481023    -0.0011488
 0.1624921     0.0025256
 0.1770175     0.0063646
 0.1917422     0.0103233
 0.2064480     0.0142527
 0.2210906     0.0180776
 0.2357582     0.0217943
 0.2504197     0.0253786
 0.2650575     0.0287993
 0.2796963     0.0320438
 0.2943179     0.0350961
 0.3089184     0.0379394
 0.3235486     0.0405758
 0.3381820     0.0430016
 0.3528467     0.0452163
 0.3675830     0.0472383
 0.3823284     0.0490741
 0.3970499     0.0507184
 0.4117957     0.0521926
 0.4265190     0.0535059
 0.4412269     0.0546709
 0.4559185     0.0557046
 0.4705490     0.0566196
 0.4850873     0.0574186
 0.4995665     0.0581077
 0.5140105     0.0587027
 0.5283874     0.0592110
 0.5426904     0.0596349
 0.5569332     0.0599790
 0.5710591     0.0602401
 0.5851438     0.0604108
 0.5992143     0.0605048
 0.6131978     0.0605222
 0.6271192     0.0604493
 0.6410155     0.0602941
 0.6548605     0.0600536
 0.6686964     0.0597258
 0.6825549     0.0593193
 0.6964161     0.0588448
 0.7102020     0.0583003
 0.7239976     0.0576708
 0.7378287     0.0569696
 0.7515895     0.0561977
 0.7652582     0.0553314
 0.7788660     0.0543538
 0.7923990     0.0532498
 0.8058407     0.0520029
 0.8191972     0.0505995
 0.8324270     0.0490386
 0.8454537     0.0473077
 0.8583118     0.0453921
 0.8709745     0.0432986
 0.8833744     0.0410326
 0.8954702     0.0385969
 0.9071974     0.0360021
 0.9184946     0.0332621
 0.9292486     0.0304063
 0.9393986     0.0274259
 0.9489655     0.0243171
 0.9579284     0.0210884
 0.9663180     0.0177135
 0.9742134     0.0141807
 0.9816085     0.0105320
 0.9884709     0.0067843
 0.9948772     0.0029642
 1.0000000    -0.0002385
