E423_30/S1223_MOD2015_70_MIN002
 1.0013510     0.0020997
 0.9945407     0.0071215
 0.9833689     0.0158587
 0.9698412     0.0243081
 0.9548203     0.0316588
 0.9385757     0.0384845
 0.9205130     0.0451993
 0.9003373     0.0520099
 0.8784125     0.0588472
 0.8552879     0.0655942
 0.8313384     0.0721711
 0.8068711     0.0785397
 0.7821183     0.0846572
 0.7572341     0.0905262
 0.7322842     0.0961285
 0.7073288     0.1014789
 0.6824403     0.1065724
 0.6576848     0.1113923
 0.6331119     0.1159388
 0.6087409     0.1202172
 0.5845994     0.1242387
 0.5607597     0.1279846
 0.5373314     0.1314509
 0.5144225     0.1346190
 0.4920391     0.1374816
 0.4700310     0.1400373
 0.4482349     0.1422939
 0.4265708     0.1442467
 0.4050075     0.1458680
 0.3835243     0.1471247
 0.3621114     0.1479885
 0.3407729     0.1484227
 0.3195224     0.1483907
 0.2983772     0.1478829
 0.2773480     0.1467659
 0.2564396     0.1449197
 0.2356902     0.1422892
 0.2152016     0.1388819
 0.1951029     0.1347261
 0.1755201     0.1298491
 0.1565603     0.1243333
 0.1383420     0.1182226
 0.1209998     0.1116012
 0.1046919     0.1045541
 0.0895729     0.0971889
 0.0757736     0.0896658
 0.0634074     0.0821228
 0.0525165     0.0747141
 0.0430759     0.0675547
 0.0349961     0.0607436
 0.0281618     0.0543151
 0.0224462     0.0482636
 0.0177045     0.0425750
 0.0137915     0.0372458
 0.0105769     0.0322658
 0.0079371     0.0276204
 0.0057708     0.0232835
 0.0039908     0.0192172
 0.0025661     0.0153746
 0.0014900     0.0117318
 0.0007376     0.0082858
 0.0002704     0.0050372
 0.0000503     0.0019758
 0.0000579    -0.0009691
 0.0003116    -0.0038830
 0.0008578    -0.0067615
 0.0018583    -0.0095169
 0.0036203    -0.0119631
 0.0063279    -0.0137609
 0.0094278    -0.0153895
 0.0130902    -0.0164253
 0.0172204    -0.0169589
 0.0218342    -0.0173767
 0.0270365    -0.0177835
 0.0329599    -0.0180699
 0.0397637    -0.0181188
 0.0476436    -0.0179094
 0.0568775    -0.0174810
 0.0678507    -0.0167447
 0.0809890    -0.0155772
 0.0966336    -0.0138691
 0.1149178    -0.0115261
 0.1358911    -0.0084475
 0.1591064    -0.0044944
 0.1834456     0.0001461
 0.2080179     0.0050648
 0.2325262     0.0099790
 0.2568985     0.0147909
 0.2811473     0.0194560
 0.3052560     0.0239074
 0.3291822     0.0281087
 0.3529491     0.0320356
 0.3766599     0.0356860
 0.4004435     0.0390765
 0.4244167     0.0422029
 0.4486724     0.0450723
 0.4732494     0.0476750
 0.4981041     0.0499984
 0.5231414     0.0520167
 0.5482820     0.0537134
 0.5734759     0.0550872
 0.5986818     0.0561102
 0.6238458     0.0567779
 0.6489210     0.0570686
 0.6738989     0.0569607
 0.6988121     0.0564427
 0.7237070     0.0554903
 0.7486270     0.0540928
 0.7735933     0.0522017
 0.7985806     0.0497901
 0.8235167     0.0468306
 0.8482930     0.0432887
 0.8727778     0.0391178
 0.8968250     0.0342734
 0.9200889     0.0287487
 0.9418726     0.0226022
 0.9613232     0.0159317
 0.9777646     0.0090083
 0.9911196     0.0021935
 0.9986490    -0.0020997
